Column,id,title,publication,date
108189,161787,Detroit Pop-Up Dinner Series Protests Trump’s Travel Ban 1 Dish At A Time,NPR,2017-02-06T00:00:00Z
108190,161788,"Resettlement Groups Glad For Stay Of Trump’s Refugee Plan, But Still Worried",NPR,2017-02-06T00:00:00Z
108194,161797,5 Questions After Hearing The Oral Arguments Over Trump’s Travel Ban,NPR,2017-02-08T00:00:00Z
108195,161799,Trump Calls On Court To ’Do What’s Right’ And Uphold His Travel Ban,NPR,2017-02-08T00:00:00Z
108208,161813,Plenty Of Room At Guantanamo Bay For Trump’s ’Bad Dudes’,NPR,2017-02-08T00:00:00Z
108210,161815,Ethics Experts Find Holes In Trump’s Firewall Against Conflicts,NPR,2017-02-08T00:00:00Z
108211,161816,Trump Tower In Toronto Is Up For Sale And Facing Legal Woes ,NPR,2017-02-08T00:00:00Z
108212,161817,Trump’s Role As President May Be Boosting His Brand’s Reputation ,NPR,2017-02-08T00:00:00Z
108224,161830,Appeals Court Rejects Bid To Reinstate Trump’s Travel Ban,NPR,2017-02-09T00:00:00Z
108226,161832,West Virginia Families Worry About Access To Addiction Treatment Under Trump,NPR,2017-02-09T00:00:00Z
108227,161833,"In West Virginia, Men In Recovery Look To Trump For A ’Helping Hand’",NPR,2017-02-08T00:00:00Z
108229,161835,Trump Bans U.S. Funding For Groups That ’Promote’ Abortion Overseas,NPR,2017-01-23T00:00:00Z
108230,161836,Will Trump Reinstate Reagan’s Abortion Rule For International Charities?,NPR,2016-12-06T00:00:00Z
108232,161839,Kellyanne Conway Tells Americans To Buy Ivanka Trump’s Products,NPR,2017-02-09T00:00:00Z
108238,161846,Trump Slams Senator Who Revealed Gorsuch’s Criticism Of Remarks On Judges,NPR,2017-02-08T00:00:00Z
108241,161850,"Despite Recent Additions, Trump Cabinet Still Emptier Than Predecessors’",NPR,2017-02-09T00:00:00Z
108243,161853,"Trump Vows To Update ’Obsolete’ Infrastructure For Planes, Trains And Roads",NPR,2017-02-09T00:00:00Z
108244,161854,"In Talks With Trump, Japan’s Shinzo Abe Will Seek To Smooth Economic Tensions",NPR,2017-02-09T00:00:00Z
108250,161863,Mar-A-Lago Offers Trump And Abe A Spectacular Place To Get Acquainted,NPR,2017-02-10T00:00:00Z
108251,161864,"In Joint Conference, Trump And Abe Laud Alliance As ’Cornerstone Of Peace’",NPR,2017-02-10T00:00:00Z
108252,161865,Trump’s National Security Adviser Reportedly Discussed Sanctions With Russia,NPR,2017-02-10T00:00:00Z
108253,161866,"5 Things On Michael Flynn, Russia And Donald Trump",NPR,2017-02-10T00:00:00Z
108261,161874,FACT CHECK: Trump’s Yemen Raid — ’Winning Mission’ Or ’Failure’? It’s Not So Simple,NPR,2017-02-10T00:00:00Z
108262,161876,"John Oliver On Facts, Donald Trump And The Supreme Court For Dogs ",NPR,2017-02-10T00:00:00Z
